node_id	score	type
579	-4165.0	normal
374	-4160.0	normal
602	-4159.0	normal
1600	-4154.0	normal
1734	-4152.0	normal
411	-4148.0	normal
608	-4145.0	normal
120	-4135.0	normal
1892	-4133.0	normal
2993	-4132.0	normal
2081	-4130.0	normal
1848	-4127.0	normal
495	-4127.0	normal
196	-4125.0	normal
255	-4122.0	normal
68	-4122.0	normal
3857	-4120.0	normal
959	-4119.0	normal
951	-4117.0	normal
2636	-4117.0	normal
2315	-4115.0	normal
1855	-4112.0	normal
84	-4107.0	normal
1472	-4105.0	normal
2300	-4102.0	normal
1381	-4100.0	normal
146	-4096.0	normal
2499	-4092.0	normal
1974	-4089.0	normal
36	-4088.0	normal
