node_id	score	type
180	-153.0	volcano
138	-125.0	volcano
137	-118.0	volcano
96	99.0	black_hole
191	95.0	black_hole
156	72.0	black_hole
45	71.0	black_hole
33	61.0	black_hole
193	53.0	normal
194	47.0	normal
198	-32.0	normal
66	31.0	normal
112	30.0	normal
141	30.0	normal
94	29.0	normal
125	-26.0	normal
100	-25.0	normal
81	24.0	normal
120	24.0	normal
144	-24.0	normal
9	-22.0	normal
119	22.0	normal
168	-22.0	normal
169	-22.0	normal
2	-21.0	normal
53	-21.0	normal
97	21.0	normal
111	21.0	normal
207	21.0	normal
27	-20.0	normal
