node_id	score	type
137	0.0047169811320754715	volcano
138	0.009433962264150943	volcano
33	0.014150943396226415	black_hole
45	0.018867924528301886	black_hole
180	0.02358490566037736	volcano
87	0.02830188679245283	normal
179	0.0330188679245283	normal
55	0.03773584905660377	normal
20	0.04245283018867924	normal
141	0.04716981132075472	normal
41	0.05188679245283019	normal
106	0.05660377358490566	normal
85	0.06132075471698113	normal
182	0.0660377358490566	normal
144	0.07075471698113207	normal
171	0.07547169811320754	normal
198	0.08018867924528301	normal
135	0.08490566037735849	normal
136	0.08962264150943396	normal
37	0.09433962264150944	normal
61	0.09905660377358491	normal
111	0.10377358490566038	normal
60	0.10849056603773585	normal
126	0.11320754716981132	normal
152	0.1179245283018868	normal
186	0.12264150943396226	normal
81	0.12735849056603774	normal
50	0.1320754716981132	normal
123	0.13679245283018868	normal
12	0.14150943396226415	normal
