node_id	score	type
137	-110.0	volcano
45	102.0	black_hole
157	91.0	volcano
180	-67.0	volcano
129	50.0	normal
10	46.0	black_hole
191	43.0	black_hole
177	41.0	normal
90	36.0	normal
156	-36.0	black_hole
207	35.0	normal
99	33.0	normal
15	30.0	normal
29	30.0	normal
169	30.0	normal
12	25.0	normal
148	25.0	normal
112	24.0	normal
138	-24.0	volcano
153	23.0	normal
38	22.0	normal
104	22.0	normal
82	21.0	normal
26	20.0	normal
33	20.0	black_hole
69	20.0	normal
189	19.0	normal
81	18.0	normal
194	18.0	normal
107	17.0	normal
