node_id	score	type
33	-145.0	black_hole
157	142.0	volcano
96	-106.0	black_hole
137	106.0	volcano
191	-76.0	black_hole
180	62.0	volcano
45	-58.0	black_hole
10	-56.0	black_hole
156	-56.0	black_hole
138	49.0	volcano
26	47.0	normal
153	42.0	normal
49	40.0	normal
15	39.0	normal
177	39.0	normal
104	36.0	normal
90	34.0	normal
189	34.0	normal
107	33.0	normal
129	32.0	normal
169	31.0	normal
182	27.0	normal
125	26.0	normal
148	26.0	normal
47	23.0	normal
134	23.0	normal
13	22.0	normal
207	22.0	normal
162	20.0	normal
146	-19.0	normal
