node_id	score	type
109	138.0	mushroom
96	-129.0	volcano
131	128.0	intermediary
97	-91.0	volcano
75	-90.0	indirect_target
44	84.0	normal
74	83.0	black_hole
64	67.0	normal
106	65.0	intermediary
181	-51.0	normal
153	46.0	normal
124	42.0	normal
32	40.0	normal
115	-40.0	normal
41	-39.0	normal
151	-37.0	normal
189	-36.0	normal
45	-31.0	indirect_source
206	31.0	normal
158	30.0	normal
18	29.0	intermediary
199	-26.0	normal
36	25.0	normal
59	25.0	normal
155	-25.0	normal
193	25.0	normal
211	-25.0	normal
25	-24.0	normal
111	-23.0	normal
146	23.0	normal
