node_id	score	type
97	140.0	volcano
131	-108.0	intermediary
96	101.0	volcano
45	40.0	indirect_source
74	-37.0	black_hole
72	32.0	normal
125	32.0	intermediary
179	32.0	intermediary
185	32.0	normal
203	32.0	normal
40	23.0	normal
48	23.0	normal
50	23.0	normal
192	23.0	normal
207	23.0	normal
71	22.0	normal
66	-20.0	normal
64	17.0	normal
165	17.0	normal
62	15.0	normal
6	11.0	normal
7	11.0	normal
49	11.0	normal
85	11.0	normal
106	11.0	intermediary
190	11.0	normal
80	10.0	normal
137	10.0	normal
11	9.0	normal
12	-9.0	normal
