node_id	score	type
88	136.0	mushroom
109	124.0	mushroom
131	101.0	intermediary
96	-68.0	volcano
97	-54.0	volcano
75	-51.0	indirect_target
64	38.0	normal
45	34.0	indirect_source
149	34.0	normal
106	33.0	intermediary
31	-32.0	intermediary
193	32.0	normal
74	22.0	black_hole
55	21.0	normal
85	21.0	normal
40	20.0	normal
11	19.0	normal
178	-19.0	intermediary
185	19.0	normal
50	18.0	normal
206	18.0	normal
48	17.0	normal
148	16.0	intermediary
34	15.0	normal
49	15.0	normal
125	-15.0	intermediary
41	-14.0	normal
66	-13.0	normal
105	-13.0	normal
165	13.0	normal
