node_id	score	type
74	154.0	black_hole
109	150.0	mushroom
96	-141.0	volcano
75	-120.0	indirect_target
131	91.0	intermediary
97	-86.0	volcano
106	54.0	intermediary
193	38.0	normal
18	34.0	intermediary
55	31.0	normal
64	29.0	normal
206	25.0	normal
80	22.0	normal
98	20.0	normal
34	19.0	normal
125	19.0	intermediary
60	17.0	intermediary
85	16.0	normal
163	16.0	normal
41	-13.0	normal
113	13.0	normal
136	13.0	normal
153	13.0	normal
191	12.0	normal
15	11.0	intermediary
48	11.0	normal
12	10.0	normal
148	10.0	intermediary
25	9.0	normal
124	9.0	normal
