node_id	score	type
96	-154.0	volcano
74	139.0	black_hole
97	-135.0	volcano
131	88.0	intermediary
64	64.0	normal
75	52.0	indirect_target
159	-47.0	normal
193	42.0	normal
38	34.0	normal
124	31.0	normal
151	-31.0	normal
11	-28.0	normal
106	28.0	intermediary
113	28.0	normal
5	27.0	normal
45	-27.0	indirect_source
181	-27.0	normal
206	26.0	normal
123	-23.0	indirect_source
134	-23.0	normal
189	-23.0	normal
31	22.0	intermediary
60	-21.0	intermediary
170	20.0	normal
147	-19.0	normal
63	18.0	normal
19	-17.0	normal
39	-16.0	normal
115	-15.0	normal
148	14.0	intermediary
