node_id	score	type
146	-95.0	volcano
167	94.0	black_hole
3	-83.0	volcano
65	-69.0	volcano
104	68.0	black_hole
111	48.0	normal
152	48.0	black_hole
28	47.0	normal
196	-47.0	volcano
166	42.0	normal
186	41.0	normal
78	40.0	normal
22	38.0	normal
176	38.0	normal
211	-38.0	volcano
62	34.0	normal
193	34.0	normal
91	31.0	normal
23	30.0	normal
30	30.0	normal
53	30.0	normal
50	29.0	black_hole
127	26.0	normal
67	22.0	normal
154	22.0	normal
7	21.0	normal
51	21.0	normal
114	20.0	normal
205	17.0	normal
60	16.0	normal
