node_id	score	type
104	122.0	black_hole
152	116.0	black_hole
167	98.0	black_hole
146	-67.0	volcano
50	62.0	black_hole
180	50.0	black_hole
80	44.0	normal
28	34.0	normal
87	-32.0	normal
18	-31.0	normal
3	-28.0	volcano
90	28.0	normal
62	25.0	normal
143	-25.0	normal
187	-25.0	normal
192	-23.0	normal
31	22.0	normal
48	22.0	normal
68	22.0	normal
207	-22.0	normal
0	20.0	normal
29	-20.0	normal
39	20.0	normal
41	-20.0	normal
65	-20.0	volcano
176	20.0	normal
14	19.0	normal
53	19.0	normal
163	-19.0	normal
15	-18.0	normal
