node_id	score	type
50	-156.0	black_hole
196	149.0	volcano
211	124.0	volcano
104	-114.0	black_hole
146	80.0	volcano
122	76.0	normal
49	72.0	normal
31	70.0	normal
180	-69.0	black_hole
36	-58.0	normal
58	56.0	normal
167	-56.0	black_hole
20	-55.0	normal
162	-54.0	normal
174	53.0	normal
95	51.0	normal
187	-48.0	normal
83	45.0	normal
42	43.0	normal
166	40.0	normal
186	-40.0	normal
67	39.0	normal
17	34.0	normal
158	-34.0	normal
204	33.0	normal
194	32.0	normal
127	-31.0	normal
12	-30.0	normal
199	-30.0	normal
40	29.0	normal
