node_id	score	type
106	152.0	normal
104	-116.0	black_hole
146	-105.0	volcano
50	-92.0	black_hole
167	-64.0	black_hole
3	-62.0	volcano
190	57.0	normal
152	-56.0	black_hole
196	-50.0	volcano
82	49.0	normal
75	48.0	normal
68	46.0	normal
149	43.0	normal
32	42.0	normal
186	39.0	normal
153	-38.0	normal
39	37.0	normal
40	37.0	normal
155	37.0	normal
74	36.0	normal
94	36.0	normal
19	35.0	normal
20	-35.0	normal
90	35.0	normal
48	34.0	normal
18	-33.0	normal
69	-32.0	normal
122	32.0	normal
15	31.0	normal
142	-30.0	normal
