node_id	score	type
45	-175.0	volcano
166	81.0	black_hole
70	75.0	indirect_target
71	70.0	black_hole
97	60.0	indirect_target
60	30.0	normal
14	-29.0	normal
110	-29.0	normal
69	-26.0	normal
151	26.0	normal
51	-24.0	normal
114	24.0	normal
155	-24.0	normal
208	-24.0	normal
176	-23.0	normal
0	22.0	intermediary
35	-21.0	normal
182	21.0	normal
209	21.0	normal
8	20.0	normal
199	19.0	intermediary
39	-18.0	normal
54	-17.0	volcano
98	17.0	intermediary
106	17.0	normal
132	-17.0	normal
19	16.0	intermediary
180	-16.0	normal
136	15.0	normal
178	15.0	normal
