node_id	score	type
166	-155.0	black_hole
71	-77.0	black_hole
70	74.0	indirect_target
193	66.0	indirect_source
92	43.0	intermediary
140	43.0	intermediary
54	-37.0	volcano
97	29.0	indirect_target
1	27.0	normal
45	-27.0	volcano
148	25.0	normal
8	24.0	normal
141	24.0	normal
149	24.0	intermediary
180	-24.0	normal
107	-23.0	normal
152	-23.0	normal
41	-22.0	normal
60	21.0	normal
176	-21.0	normal
87	20.0	indirect_source
106	19.0	normal
115	19.0	normal
110	-18.0	normal
174	18.0	normal
153	17.0	intermediary
158	16.0	normal
5	-15.0	normal
0	14.0	intermediary
63	14.0	normal
