node_id	score	type
70	82.0	indirect_target
166	82.0	black_hole
45	-81.0	volcano
71	58.0	black_hole
0	54.0	intermediary
75	44.0	normal
60	43.0	normal
153	32.0	intermediary
92	24.0	intermediary
122	-22.0	ghost
140	-21.0	intermediary
62	19.0	normal
136	19.0	normal
149	14.0	intermediary
35	-13.0	normal
142	13.0	ghost
165	13.0	normal
54	-12.0	volcano
199	12.0	intermediary
98	11.0	intermediary
127	11.0	normal
25	10.0	normal
86	9.0	intermediary
61	8.0	normal
96	8.0	normal
100	8.0	normal
157	8.0	normal
190	8.0	normal
202	-8.0	normal
28	7.0	normal
