node_id	score	type
45	-96.0	volcano
70	92.0	indirect_target
166	75.0	black_hole
0	49.0	intermediary
75	45.0	normal
71	44.0	black_hole
60	38.0	normal
26	33.0	normal
54	-31.0	volcano
142	29.0	ghost
127	28.0	normal
153	25.0	intermediary
92	22.0	intermediary
130	22.0	normal
146	22.0	normal
62	21.0	normal
140	-21.0	intermediary
152	21.0	normal
1	-20.0	normal
122	-19.0	ghost
116	18.0	normal
174	-17.0	normal
68	-16.0	normal
96	16.0	normal
136	16.0	normal
103	-15.0	normal
165	15.0	normal
33	-14.0	normal
74	-14.0	normal
91	14.0	normal
