node_id	score	type
189	0.0047169811320754715	mushroom
36	0.009433962264150943	mushroom
8	0.014150943396226415	mushroom
211	0.018867924528301886	normal
185	0.02358490566037736	normal
134	0.02830188679245283	normal
155	0.0330188679245283	normal
190	0.03773584905660377	ghost
152	0.04245283018867924	normal
7	0.04716981132075472	normal
88	0.05188679245283019	normal
136	0.05660377358490566	normal
77	0.06132075471698113	normal
122	0.0660377358490566	normal
178	0.07075471698113207	normal
183	0.07547169811320754	normal
186	0.08018867924528301	normal
70	0.08490566037735849	normal
117	0.08962264150943396	normal
123	0.09433962264150944	normal
160	0.09905660377358491	normal
33	0.10377358490566038	mushroom
55	0.10849056603773585	normal
132	0.11320754716981132	normal
35	0.1179245283018868	normal
64	0.12264150943396226	normal
112	0.12735849056603774	normal
130	0.1320754716981132	normal
170	0.13679245283018868	normal
176	0.14150943396226415	normal
