node_id	score	type
117	-127.0	volcano
95	96.0	black_hole
55	85.0	indirect_target
176	38.0	indirect_target
185	36.0	intermediary
43	33.0	intermediary
178	22.0	normal
182	22.0	normal
205	20.0	normal
102	19.0	normal
134	19.0	normal
137	19.0	intermediary
141	19.0	normal
33	18.0	normal
54	18.0	intermediary
86	18.0	normal
172	18.0	normal
206	-17.0	normal
10	15.0	normal
63	15.0	normal
67	15.0	intermediary
77	15.0	normal
122	15.0	normal
179	15.0	intermediary
150	13.0	intermediary
6	10.0	normal
12	10.0	normal
24	10.0	intermediary
29	10.0	normal
104	10.0	intermediary
