node_id	score	type
185	-130.0	intermediary
117	-99.0	volcano
66	82.0	indirect_source
13	77.0	normal
156	62.0	normal
38	58.0	indirect_source
150	44.0	intermediary
43	41.0	intermediary
179	38.0	intermediary
146	-35.0	normal
10	32.0	normal
119	32.0	normal
42	29.0	normal
82	-29.0	normal
140	27.0	intermediary
172	27.0	normal
199	26.0	normal
103	-25.0	normal
210	25.0	normal
197	24.0	normal
77	23.0	normal
108	-23.0	normal
206	-22.0	normal
159	-21.0	normal
67	20.0	intermediary
166	20.0	normal
164	-19.0	normal
186	19.0	normal
20	18.0	normal
203	-17.0	normal
