node_id	score	type
117	-131.0	volcano
185	85.0	intermediary
95	65.0	black_hole
55	52.0	indirect_target
43	32.0	intermediary
102	30.0	normal
54	27.0	intermediary
63	27.0	normal
121	-25.0	normal
33	24.0	normal
77	24.0	normal
176	24.0	indirect_target
172	23.0	normal
206	-21.0	normal
24	20.0	intermediary
10	19.0	normal
179	18.0	intermediary
150	16.0	intermediary
188	-16.0	normal
79	-15.0	normal
45	-14.0	normal
90	-13.0	normal
140	13.0	intermediary
159	-13.0	normal
170	-13.0	normal
12	12.0	normal
39	12.0	normal
142	12.0	normal
156	12.0	normal
187	-12.0	normal
