node_id	score	type
185	-184.0	intermediary
117	151.0	volcano
66	97.0	indirect_source
38	80.0	indirect_source
95	-55.0	black_hole
186	38.0	normal
11	32.0	normal
150	32.0	intermediary
43	25.0	intermediary
34	-22.0	normal
179	22.0	intermediary
7	21.0	normal
21	21.0	normal
58	21.0	normal
210	21.0	normal
81	19.0	normal
51	18.0	normal
156	18.0	normal
172	18.0	normal
197	18.0	normal
47	16.0	normal
53	16.0	normal
61	16.0	normal
100	16.0	normal
106	16.0	normal
130	16.0	normal
42	13.0	normal
5	-11.0	normal
8	-11.0	normal
18	-11.0	normal
