node_id	score	type
117	-152.0	volcano
95	71.0	black_hole
55	65.0	indirect_target
185	51.0	intermediary
43	50.0	intermediary
63	31.0	normal
134	27.0	normal
33	26.0	normal
159	-23.0	normal
59	-22.0	normal
12	21.0	normal
54	21.0	intermediary
150	21.0	intermediary
188	-21.0	normal
10	19.0	normal
137	18.0	intermediary
206	-17.0	normal
24	16.0	intermediary
79	-16.0	normal
176	16.0	indirect_target
179	15.0	intermediary
203	-15.0	normal
77	14.0	normal
83	-14.0	normal
102	13.0	normal
205	13.0	normal
140	12.0	intermediary
144	12.0	normal
146	-12.0	normal
187	-12.0	normal
