node_id	score	type
78	-54.0	indirect_target
44	-52.0	intermediary
83	-45.0	intermediary
27	44.0	intermediary
86	-42.0	indirect_target
148	-33.0	intermediary
51	32.0	intermediary
199	28.0	intermediary
69	-21.0	indirect_target
123	15.0	intermediary
151	-15.0	intermediary
144	-14.0	intermediary
15	12.0	indirect_target
90	-11.0	intermediary
156	9.0	intermediary
62	8.0	intermediary
2	-7.0	intermediary
31	4.0	normal
38	4.0	normal
64	4.0	normal
71	4.0	normal
88	4.0	normal
89	4.0	normal
91	4.0	normal
98	4.0	normal
116	4.0	normal
119	4.0	normal
155	4.0	normal
158	4.0	normal
168	4.0	normal
