node_id	score	type
78	99.0	indirect_target
69	57.0	indirect_target
15	56.0	indirect_target
86	34.0	indirect_target
154	33.0	intermediary
27	28.0	intermediary
51	22.0	intermediary
2	21.0	intermediary
23	20.0	intermediary
148	20.0	intermediary
187	18.0	intermediary
123	16.0	intermediary
39	15.0	intermediary
114	15.0	normal
144	14.0	intermediary
62	12.0	intermediary
156	12.0	intermediary
198	-12.0	normal
199	12.0	intermediary
4	-10.0	normal
9	-10.0	normal
32	-10.0	normal
103	-10.0	normal
201	-10.0	normal
50	-9.0	indirect_source
53	-9.0	normal
61	-9.0	normal
84	-9.0	normal
89	-9.0	normal
164	-9.0	normal
