node_id	score	type
27	-34.0	intermediary
36	-23.0	normal
138	-23.0	indirect_source
50	-19.0	indirect_source
105	-18.0	normal
15	-16.0	indirect_target
30	-15.0	normal
187	15.0	intermediary
28	-14.0	normal
33	-13.0	normal
136	-13.0	normal
90	-12.0	intermediary
108	12.0	normal
69	-11.0	indirect_target
83	10.0	intermediary
209	-10.0	normal
73	-9.0	normal
104	-9.0	indirect_source
170	-9.0	indirect_source
171	-8.0	normal
5	7.0	normal
22	7.0	normal
79	-7.0	normal
85	7.0	intermediary
94	7.0	normal
139	-7.0	normal
144	-7.0	intermediary
148	7.0	intermediary
20	6.0	normal
35	6.0	normal
