node_id	score	type
83	-88.0	intermediary
44	-82.0	intermediary
86	-74.0	indirect_target
78	-66.0	indirect_target
27	42.0	intermediary
148	-37.0	intermediary
199	34.0	intermediary
123	31.0	intermediary
51	29.0	intermediary
203	-22.0	normal
31	-16.0	normal
15	15.0	indirect_target
69	-15.0	indirect_target
85	-14.0	intermediary
2	-11.0	intermediary
90	-11.0	intermediary
144	-11.0	intermediary
38	10.0	normal
62	9.0	intermediary
151	-9.0	intermediary
194	9.0	normal
59	8.0	normal
156	8.0	intermediary
6	7.0	normal
8	-7.0	normal
12	7.0	normal
49	7.0	normal
64	7.0	normal
101	7.0	normal
106	-7.0	normal
