node_id	score	type
44	-57.0	intermediary
78	-47.0	indirect_target
83	-38.0	intermediary
144	-22.0	intermediary
51	21.0	intermediary
86	-20.0	indirect_target
27	19.0	intermediary
148	-17.0	intermediary
186	17.0	intermediary
187	16.0	intermediary
151	13.0	intermediary
69	-12.0	indirect_target
156	12.0	intermediary
123	9.0	intermediary
15	8.0	indirect_target
39	8.0	intermediary
170	-8.0	indirect_source
50	-5.0	indirect_source
90	-5.0	intermediary
8	4.0	normal
33	4.0	normal
49	-4.0	normal
58	4.0	normal
85	-4.0	intermediary
122	4.0	normal
133	-4.0	normal
164	4.0	normal
175	4.0	normal
200	4.0	normal
208	4.0	normal
