node_id	score	type
78	61.0	indirect_target
15	46.0	indirect_target
50	39.0	indirect_source
69	39.0	indirect_target
51	38.0	intermediary
27	31.0	intermediary
154	31.0	intermediary
2	27.0	intermediary
170	27.0	indirect_source
144	26.0	intermediary
148	26.0	intermediary
151	26.0	intermediary
186	26.0	intermediary
187	26.0	intermediary
199	26.0	intermediary
123	22.0	intermediary
39	16.0	intermediary
156	16.0	intermediary
62	13.0	intermediary
90	13.0	intermediary
138	12.0	indirect_source
6	-9.0	normal
12	-9.0	normal
57	-9.0	normal
61	-9.0	normal
63	-9.0	normal
67	-9.0	normal
71	-9.0	normal
110	-9.0	normal
119	-9.0	normal
