node_id	score	type
50	77.0	indirect_target
181	58.0	indirect_target
190	58.0	indirect_target
171	41.0	indirect_target
109	28.0	intermediary
170	28.0	intermediary
125	26.0	intermediary
178	26.0	intermediary
137	25.0	intermediary
165	24.0	intermediary
184	23.0	intermediary
25	22.0	indirect_target
118	22.0	intermediary
86	17.0	intermediary
4	13.0	intermediary
114	13.0	intermediary
112	-12.0	normal
119	12.0	intermediary
210	-11.0	indirect_source
83	-10.0	normal
102	-10.0	normal
157	-10.0	normal
179	-10.0	normal
185	10.0	intermediary
196	10.0	intermediary
14	-9.0	normal
27	-9.0	normal
16	-8.0	normal
30	-8.0	normal
47	-8.0	normal
