node_id	score	type
190	-57.0	indirect_target
50	-37.0	indirect_target
86	-32.0	intermediary
184	31.0	intermediary
103	27.0	intermediary
186	-22.0	intermediary
196	-21.0	intermediary
170	-18.0	intermediary
118	-17.0	intermediary
128	-15.0	normal
129	14.0	intermediary
207	13.0	normal
71	-12.0	normal
133	12.0	normal
193	-12.0	normal
4	-11.0	intermediary
175	-11.0	normal
25	10.0	indirect_target
69	10.0	intermediary
96	10.0	normal
82	9.0	normal
113	9.0	normal
114	9.0	intermediary
174	9.0	intermediary
56	8.0	normal
76	8.0	normal
115	8.0	normal
149	8.0	normal
164	-8.0	normal
187	-8.0	normal
