node_id	score	type
30	-80.0	volcano
28	56.0	black_hole
41	55.0	black_hole
53	38.0	normal
72	37.0	normal
179	33.0	normal
195	-33.0	normal
42	30.0	normal
163	-27.0	volcano
156	26.0	normal
17	24.0	normal
97	24.0	normal
117	24.0	normal
129	24.0	normal
157	24.0	normal
159	24.0	normal
176	24.0	normal
61	20.0	normal
27	-19.0	normal
32	-19.0	normal
91	-19.0	normal
112	19.0	normal
149	-19.0	normal
161	-19.0	normal
162	-19.0	normal
178	-19.0	normal
47	18.0	normal
103	18.0	normal
1	17.0	normal
8	17.0	normal
