node_id	score	type
163	-164.0	volcano
28	153.0	black_hole
30	-123.0	volcano
196	-118.0	volcano
5	-94.0	volcano
123	65.0	black_hole
61	61.0	normal
197	-61.0	volcano
41	59.0	black_hole
53	44.0	normal
210	42.0	normal
139	38.0	normal
99	-35.0	normal
19	33.0	normal
103	32.0	normal
115	31.0	normal
47	30.0	normal
1	28.0	normal
117	27.0	normal
68	26.0	normal
118	25.0	normal
192	25.0	normal
17	24.0	normal
35	22.0	normal
198	22.0	normal
39	21.0	black_hole
73	21.0	normal
181	21.0	normal
116	20.0	normal
178	20.0	normal
