node_id	score	type
77	-191.0	black_hole
163	-172.0	volcano
5	-165.0	volcano
30	-95.0	volcano
160	53.0	normal
41	-52.0	black_hole
56	42.0	normal
123	-40.0	black_hole
182	40.0	normal
28	-37.0	black_hole
2	36.0	normal
17	35.0	normal
72	34.0	normal
31	32.0	normal
62	31.0	normal
3	30.0	normal
99	30.0	normal
26	29.0	normal
53	29.0	normal
98	-29.0	normal
197	-29.0	volcano
117	28.0	normal
39	-27.0	black_hole
156	27.0	normal
42	26.0	normal
61	26.0	normal
161	24.0	normal
199	-24.0	normal
40	23.0	normal
57	-23.0	normal
