node_id	score	type
159	-175.0	volcano
59	-149.0	volcano
118	132.0	black_hole
30	-106.0	volcano
177	101.0	indirect_target
149	43.0	indirect_target
202	41.0	normal
82	37.0	normal
119	37.0	normal
179	-36.0	normal
130	27.0	intermediary
167	27.0	normal
70	26.0	normal
211	26.0	intermediary
12	25.0	ghost
16	25.0	intermediary
39	25.0	intermediary
73	25.0	normal
125	25.0	normal
132	25.0	normal
171	25.0	normal
129	17.0	normal
133	17.0	normal
148	17.0	normal
158	17.0	normal
173	17.0	normal
190	17.0	normal
207	17.0	normal
157	13.0	normal
147	12.0	normal
