node_id	score	type
152	208.0	mushroom
57	174.0	mushroom
59	-56.0	volcano
159	53.0	volcano
82	47.0	normal
23	40.0	normal
202	21.0	normal
211	-21.0	intermediary
108	20.0	normal
132	19.0	normal
162	19.0	normal
161	-18.0	normal
178	18.0	intermediary
104	17.0	normal
157	16.0	normal
177	-15.0	indirect_target
91	-14.0	intermediary
98	14.0	normal
39	-13.0	intermediary
70	13.0	normal
116	-12.0	normal
167	12.0	normal
151	11.0	indirect_source
42	10.0	normal
54	-10.0	normal
62	10.0	intermediary
75	-10.0	normal
78	-10.0	normal
93	-10.0	normal
100	10.0	normal
