node_id	score	type
159	-155.0	volcano
59	-143.0	volcano
118	-94.0	black_hole
177	88.0	indirect_target
63	50.0	normal
119	47.0	normal
157	46.0	normal
62	44.0	intermediary
97	42.0	normal
7	37.0	normal
8	36.0	normal
39	34.0	intermediary
165	33.0	normal
79	28.0	intermediary
151	28.0	indirect_source
30	-27.0	volcano
56	27.0	normal
148	26.0	normal
211	26.0	intermediary
18	25.0	normal
161	-25.0	normal
60	24.0	normal
108	24.0	normal
163	24.0	normal
19	-23.0	normal
130	23.0	intermediary
132	23.0	normal
82	22.0	normal
101	-22.0	normal
202	22.0	normal
