node_id	score	type
59	-140.0	volcano
118	101.0	black_hole
159	-72.0	volcano
82	67.0	normal
16	64.0	intermediary
162	64.0	normal
57	61.0	mushroom
202	39.0	normal
23	32.0	normal
167	31.0	normal
132	29.0	normal
211	-27.0	intermediary
177	-23.0	indirect_target
38	22.0	intermediary
106	22.0	normal
30	-20.0	volcano
11	19.0	normal
12	18.0	ghost
70	18.0	normal
73	18.0	normal
34	-16.0	normal
130	-15.0	intermediary
170	14.0	normal
62	-13.0	intermediary
178	11.0	intermediary
119	10.0	normal
115	9.0	normal
45	-8.0	normal
6	-7.0	normal
18	7.0	normal
