node_id	score	type
177	102.0	indirect_target
62	73.0	intermediary
118	-70.0	black_hole
202	50.0	normal
59	-46.0	volcano
91	38.0	intermediary
157	38.0	normal
211	38.0	intermediary
179	-35.0	normal
70	30.0	normal
79	30.0	intermediary
159	-28.0	volcano
16	27.0	intermediary
82	27.0	normal
119	27.0	normal
39	26.0	intermediary
38	23.0	intermediary
167	23.0	normal
30	-20.0	volcano
130	19.0	intermediary
151	18.0	indirect_source
7	15.0	normal
18	15.0	normal
132	15.0	normal
36	13.0	normal
121	13.0	normal
124	13.0	indirect_source
133	13.0	normal
147	13.0	normal
171	13.0	normal
