node_id	score	type
155	0.03333333333333333	mushroom
115	0.03333333333333333	mushroom
51	0.06666666666666667	mushroom
49	0.06666666666666667	mushroom
196	0.1	ghost
22	0.1	normal
83	0.13333333333333333	mushroom
140	0.13333333333333333	mushroom
27	0.16666666666666666	ghost
109	0.16666666666666666	normal
29	0.2	ghost
45	0.2	normal
68	0.23333333333333334	normal
6	0.23333333333333334	normal
9	0.23333333333333334	normal
41	0.26666666666666666	ghost
129	0.26666666666666666	normal
14	0.26666666666666666	normal
119	0.3	normal
144	0.3	normal
25	0.3	normal
35	0.3333333333333333	normal
1	0.3333333333333333	normal
50	0.3333333333333333	normal
200	0.36666666666666664	normal
53	0.4	normal
88	0.4	normal
64	0.43333333333333335	normal
7	0.43333333333333335	normal
173	0.43333333333333335	normal
