node_id	score	type
210	74.0	indirect_source
50	58.0	indirect_target
52	52.0	indirect_source
184	44.0	intermediary
190	40.0	indirect_target
62	37.0	indirect_source
171	32.0	indirect_target
131	26.0	intermediary
178	26.0	intermediary
185	26.0	intermediary
191	26.0	intermediary
86	25.0	intermediary
114	25.0	intermediary
118	25.0	intermediary
170	25.0	intermediary
109	22.0	intermediary
203	22.0	intermediary
119	21.0	intermediary
137	19.0	intermediary
165	19.0	intermediary
196	17.0	intermediary
4	15.0	intermediary
25	12.0	indirect_target
53	12.0	indirect_source
69	12.0	intermediary
174	12.0	intermediary
103	11.0	intermediary
186	11.0	intermediary
42	-9.0	normal
60	-9.0	normal
