node_id	score	type
52	0.03333333333333333	indirect_source
190	0.03333333333333333	indirect_target
50	0.06666666666666667	indirect_target
185	0.1	intermediary
86	0.1	intermediary
184	0.13333333333333333	intermediary
203	0.13333333333333333	intermediary
53	0.13333333333333333	indirect_source
103	0.16666666666666666	intermediary
210	0.2	indirect_source
186	0.2	intermediary
181	0.2	indirect_target
196	0.23333333333333334	intermediary
125	0.23333333333333334	intermediary
178	0.26666666666666666	intermediary
170	0.26666666666666666	intermediary
72	0.26666666666666666	normal
118	0.3	intermediary
137	0.3	intermediary
75	0.3	normal
47	0.3333333333333333	normal
128	0.3333333333333333	normal
131	0.36666666666666664	intermediary
129	0.36666666666666664	intermediary
51	0.36666666666666664	normal
31	0.4	normal
207	0.4	normal
91	0.43333333333333335	normal
71	0.43333333333333335	normal
133	0.4666666666666667	normal
