node_id	score	type
52	162.0	indirect_source
186	97.0	intermediary
185	-45.0	intermediary
53	-31.0	indirect_source
103	31.0	intermediary
210	-28.0	indirect_source
118	21.0	intermediary
72	20.0	normal
109	-20.0	intermediary
47	-17.0	normal
51	16.0	normal
119	-16.0	intermediary
4	-15.0	intermediary
62	-15.0	indirect_source
191	-15.0	intermediary
203	15.0	intermediary
58	-13.0	normal
165	-13.0	intermediary
172	-13.0	normal
170	12.0	intermediary
104	-11.0	normal
124	11.0	normal
204	11.0	normal
63	-10.0	normal
81	-10.0	normal
134	10.0	normal
23	-9.0	normal
43	-9.0	normal
71	-9.0	normal
189	9.0	normal
