node_id	score	type
166	-124.0	black_hole
54	89.0	volcano
70	64.0	indirect_target
193	63.0	indirect_source
45	-61.0	volcano
92	49.0	intermediary
140	49.0	intermediary
71	40.0	black_hole
97	40.0	indirect_target
93	28.0	normal
153	28.0	intermediary
8	26.0	normal
60	22.0	normal
87	20.0	indirect_source
149	20.0	intermediary
0	15.0	intermediary
106	15.0	normal
11	14.0	normal
25	14.0	normal
62	14.0	normal
19	12.0	intermediary
105	12.0	normal
145	12.0	normal
199	12.0	intermediary
209	12.0	normal
5	-11.0	normal
37	-11.0	normal
48	-11.0	normal
68	-11.0	normal
72	-11.0	normal
