node_id	score	type
203	86.0	indirect_target
104	57.0	indirect_target
180	45.0	indirect_target
164	25.0	intermediary
187	25.0	intermediary
3	24.0	intermediary
66	23.0	intermediary
29	18.0	intermediary
30	18.0	intermediary
136	18.0	intermediary
141	18.0	intermediary
202	18.0	intermediary
71	13.0	intermediary
126	13.0	intermediary
160	13.0	intermediary
169	9.0	intermediary
114	7.0	intermediary
138	7.0	intermediary
23	-6.0	normal
34	-6.0	normal
49	-6.0	normal
52	-6.0	normal
55	-6.0	normal
56	-6.0	normal
87	-6.0	normal
91	-6.0	normal
102	-6.0	normal
116	-6.0	normal
123	-6.0	normal
129	-6.0	normal
