node_id	score	type
203	105.0	indirect_target
104	63.0	indirect_target
180	45.0	indirect_target
187	26.0	intermediary
66	21.0	intermediary
3	19.0	intermediary
126	19.0	intermediary
141	17.0	intermediary
30	15.0	intermediary
71	13.0	intermediary
106	-13.0	normal
114	11.0	intermediary
157	-11.0	normal
29	10.0	intermediary
68	10.0	normal
108	10.0	normal
122	-10.0	normal
202	10.0	intermediary
6	-9.0	normal
56	-9.0	normal
146	-9.0	normal
47	-8.0	normal
119	-8.0	normal
139	-8.0	normal
152	8.0	normal
205	-8.0	normal
43	-7.0	normal
49	-7.0	normal
76	-7.0	normal
84	-7.0	normal
