node_id	score	type
79	0.0047169811320754715	indirect_target
186	0.009433962264150943	normal
21	0.014150943396226415	normal
56	0.018867924528301886	normal
154	0.02358490566037736	normal
203	0.02830188679245283	indirect_target
30	0.0330188679245283	intermediary
165	0.03773584905660377	normal
187	0.04245283018867924	intermediary
46	0.04716981132075472	normal
183	0.05188679245283019	normal
58	0.05660377358490566	normal
68	0.06132075471698113	normal
78	0.0660377358490566	normal
114	0.07075471698113207	intermediary
126	0.07547169811320754	intermediary
193	0.08018867924528301	normal
7	0.08490566037735849	normal
141	0.08962264150943396	intermediary
156	0.09433962264150944	normal
33	0.09905660377358491	normal
69	0.10377358490566038	indirect_source
100	0.10849056603773585	normal
160	0.11320754716981132	intermediary
3	0.1179245283018868	intermediary
67	0.12264150943396226	normal
84	0.12735849056603774	normal
105	0.1320754716981132	normal
116	0.13679245283018868	normal
149	0.14150943396226415	normal
