node_id	score	type
203	85.0	indirect_target
104	56.0	indirect_target
180	56.0	indirect_target
187	27.0	intermediary
66	26.0	intermediary
126	22.0	intermediary
3	21.0	intermediary
30	17.0	intermediary
141	15.0	intermediary
71	14.0	intermediary
29	13.0	intermediary
138	11.0	intermediary
164	10.0	intermediary
23	-9.0	normal
49	-9.0	normal
90	-9.0	normal
129	-9.0	normal
176	-9.0	normal
182	-9.0	normal
202	9.0	intermediary
62	-8.0	indirect_source
68	8.0	normal
111	-8.0	normal
114	8.0	intermediary
151	-8.0	normal
195	-8.0	normal
21	7.0	normal
119	-7.0	normal
156	7.0	normal
10	-6.0	normal
