node_id	score	type
79	-82.0	indirect_target
136	67.0	intermediary
160	62.0	intermediary
169	60.0	intermediary
138	-35.0	intermediary
202	30.0	intermediary
187	26.0	intermediary
133	22.0	intermediary
164	-18.0	intermediary
141	17.0	intermediary
180	17.0	indirect_target
30	-14.0	intermediary
203	-14.0	indirect_target
78	-11.0	normal
200	-10.0	normal
19	7.0	normal
66	7.0	intermediary
85	-7.0	normal
89	7.0	normal
98	-7.0	normal
114	-7.0	intermediary
135	-7.0	normal
140	-7.0	normal
174	7.0	normal
36	-6.0	normal
53	-6.0	normal
58	-6.0	normal
68	6.0	normal
115	-6.0	normal
149	-6.0	normal
