node_id	score	type
3	44.0	intermediary
203	44.0	indirect_target
180	41.0	indirect_target
4	33.0	indirect_source
62	30.0	indirect_source
104	27.0	indirect_target
126	27.0	intermediary
187	25.0	intermediary
136	23.0	intermediary
177	23.0	indirect_source
69	22.0	indirect_source
37	21.0	intermediary
56	-18.0	normal
30	17.0	intermediary
71	17.0	intermediary
164	17.0	intermediary
21	-16.0	normal
207	-15.0	normal
78	-14.0	normal
141	14.0	intermediary
57	-13.0	normal
22	-12.0	normal
72	-12.0	normal
98	-12.0	normal
186	-12.0	normal
184	11.0	intermediary
55	-10.0	normal
64	-10.0	normal
160	10.0	intermediary
197	-10.0	normal
