node_id	score	type
177	63.0	indirect_source
3	59.0	intermediary
4	57.0	indirect_source
62	57.0	indirect_source
203	57.0	indirect_target
180	49.0	indirect_target
69	36.0	indirect_source
126	29.0	intermediary
160	28.0	intermediary
30	27.0	intermediary
164	27.0	intermediary
187	27.0	intermediary
136	23.0	intermediary
66	21.0	intermediary
71	20.0	intermediary
104	20.0	indirect_target
138	18.0	intermediary
37	14.0	intermediary
29	12.0	intermediary
141	12.0	intermediary
202	11.0	intermediary
184	10.0	intermediary
0	-6.0	normal
12	-6.0	normal
18	-6.0	normal
28	-6.0	normal
35	-6.0	normal
42	-6.0	normal
44	-6.0	normal
47	-6.0	normal
