node_id	score	type
28	105.0	black_hole
30	-105.0	volcano
123	-83.0	black_hole
197	-53.0	volcano
53	46.0	normal
47	36.0	normal
5	-35.0	volcano
39	35.0	black_hole
159	34.0	normal
41	33.0	black_hole
156	32.0	normal
168	-31.0	normal
36	30.0	normal
103	28.0	normal
1	27.0	normal
115	26.0	normal
192	25.0	normal
19	24.0	normal
31	24.0	normal
61	24.0	normal
46	22.0	normal
147	21.0	normal
26	19.0	normal
72	19.0	normal
74	18.0	normal
97	18.0	normal
99	-18.0	normal
111	18.0	normal
13	17.0	normal
65	-17.0	normal
