node_id	score	type
163	-191.0	volcano
196	-183.0	volcano
30	-122.0	volcano
123	120.0	black_hole
28	101.0	black_hole
5	-80.0	volcano
61	53.0	normal
117	43.0	normal
41	42.0	black_hole
39	41.0	black_hole
197	-38.0	volcano
19	30.0	normal
53	30.0	normal
99	-30.0	normal
176	30.0	normal
207	30.0	normal
73	29.0	normal
103	29.0	normal
139	29.0	normal
210	29.0	normal
122	26.0	normal
201	19.0	normal
156	18.0	normal
47	17.0	normal
23	14.0	normal
33	-14.0	normal
58	14.0	normal
71	-14.0	normal
87	-14.0	normal
116	14.0	normal
