node_id	score	type
77	-186.0	black_hole
39	-133.0	black_hole
30	121.0	volcano
197	96.0	volcano
41	-76.0	black_hole
28	-73.0	black_hole
163	62.0	volcano
123	-56.0	black_hole
42	39.0	normal
111	39.0	normal
8	34.0	normal
129	34.0	normal
159	34.0	normal
72	31.0	normal
31	30.0	normal
45	30.0	normal
147	30.0	normal
195	-29.0	normal
50	26.0	normal
179	26.0	normal
182	21.0	normal
13	17.0	normal
62	17.0	normal
74	17.0	normal
152	17.0	normal
5	16.0	volcano
16	16.0	normal
53	16.0	normal
63	-16.0	normal
64	-16.0	normal
