node_id	score	type
99	139.0	mushroom
123	96.0	mushroom
81	93.0	mushroom
135	-52.0	normal
29	-47.0	normal
126	-27.0	normal
52	26.0	normal
97	-26.0	normal
21	-25.0	normal
110	19.0	normal
208	19.0	normal
12	-18.0	normal
54	18.0	normal
94	18.0	normal
96	18.0	normal
161	-17.0	normal
170	17.0	normal
92	-15.0	ghost
184	15.0	normal
75	14.0	normal
106	-14.0	normal
150	-14.0	normal
111	-13.0	normal
172	13.0	normal
105	-12.0	normal
118	-12.0	normal
152	-12.0	normal
190	-12.0	normal
196	-12.0	normal
23	-11.0	normal
