Measure,g0_g1,g1_g2,g2_g3
degree,0.027035175879396984,Negligible,0.04633165829145729,Negligible,0.12412060301507538,Weak
strength,0.17386934673366833,Weak,0.25457286432160803,Weak,0.1830150753768844,Weak
betweenness,0.039798994974874366,Negligible,-0.014673366834170854,Negative,0.06301507537688442,Negligible
closeness,0.1900502512562814,Weak,0.024422110552763818,Negligible,0.07618090452261306,Negligible
eigenvector,0.12693467336683417,Weak,0.12381909547738693,Weak,0.19045226130653267,Weak
pagerank,0.05879396984924623,Negligible,0.16522613065326633,Weak,0.061206030150753765,Negligible
hits_hubs,0.17065326633165828,Weak,0.09798994974874371,Negligible,-0.00020100502512562812,Negative
hits_authorities,0.16552763819095476,Weak,0.12914572864321608,Weak,0.1629145728643216,Weak
indegree,0.09256281407035176,Negligible,0.09708542713567837,Negligible,0.10663316582914571,Weak
outdegree,0.15497487437185928,Weak,0.16683417085427135,Weak,0.07587939698492462,Negligible
instrength,0.16271356783919597,Weak,0.17065326633165828,Weak,0.17748743718592963,Weak
outstrength,0.23728643216080403,Weak,0.3198994974874372,Weak,0.26190954773869346,Weak
