node_id	score	type
13	96.0	indirect_source
147	94.0	indirect_source
188	80.0	indirect_source
130	26.0	intermediary
150	26.0	intermediary
167	26.0	intermediary
88	23.0	intermediary
91	23.0	intermediary
90	20.0	intermediary
178	20.0	intermediary
126	18.0	intermediary
165	18.0	intermediary
66	14.0	indirect_source
26	13.0	intermediary
69	13.0	intermediary
141	13.0	intermediary
200	13.0	intermediary
77	12.0	intermediary
51	11.0	intermediary
55	11.0	intermediary
209	11.0	intermediary
161	7.0	intermediary
4	-6.0	normal
15	-6.0	normal
19	-6.0	normal
27	-6.0	normal
36	-6.0	normal
59	-6.0	normal
67	-6.0	normal
78	-6.0	normal
