node_id	score	type
16	83.0	indirect_target
201	79.0	indirect_target
56	69.0	indirect_target
178	37.0	intermediary
161	33.0	intermediary
91	27.0	intermediary
69	26.0	intermediary
26	23.0	intermediary
66	23.0	indirect_source
77	22.0	intermediary
88	21.0	intermediary
98	21.0	intermediary
200	20.0	intermediary
126	17.0	intermediary
97	16.0	indirect_target
167	16.0	intermediary
156	-12.0	normal
51	11.0	intermediary
209	11.0	intermediary
90	10.0	intermediary
132	-10.0	normal
149	-10.0	normal
78	-9.0	normal
85	-9.0	normal
150	9.0	intermediary
171	-9.0	normal
202	9.0	normal
8	-8.0	normal
25	-8.0	normal
27	-8.0	normal
