node_id	score	type
150	-37.0	intermediary
13	-27.0	indirect_source
16	-22.0	indirect_target
130	21.0	intermediary
88	-20.0	intermediary
77	19.0	intermediary
178	-19.0	intermediary
188	-19.0	indirect_source
91	-18.0	intermediary
69	16.0	intermediary
51	14.0	intermediary
90	-12.0	intermediary
201	12.0	indirect_target
126	-11.0	intermediary
98	10.0	intermediary
147	9.0	indirect_source
141	7.0	intermediary
200	6.0	intermediary
66	-4.0	indirect_source
165	-4.0	intermediary
26	-3.0	intermediary
55	3.0	intermediary
167	3.0	intermediary
22	2.0	normal
23	2.0	normal
40	2.0	normal
45	2.0	normal
50	2.0	normal
63	2.0	normal
72	2.0	normal
