node_id	score	type
16	87.0	indirect_target
56	75.0	indirect_target
201	53.0	indirect_target
26	25.0	intermediary
91	21.0	intermediary
150	21.0	intermediary
77	19.0	intermediary
88	19.0	intermediary
161	18.0	intermediary
66	17.0	indirect_source
69	17.0	intermediary
90	17.0	intermediary
97	17.0	indirect_target
98	17.0	intermediary
167	17.0	intermediary
130	13.0	intermediary
200	12.0	intermediary
209	12.0	intermediary
126	11.0	intermediary
178	11.0	intermediary
51	9.0	intermediary
21	-8.0	normal
22	-8.0	normal
27	-8.0	normal
53	-8.0	normal
73	-8.0	normal
74	-8.0	normal
78	-8.0	normal
85	-8.0	normal
93	-8.0	normal
