node_id	score	type
188	-39.0	indirect_source
150	-28.0	intermediary
77	24.0	intermediary
13	-17.0	indirect_source
130	17.0	intermediary
200	-16.0	intermediary
147	15.0	indirect_source
98	-14.0	intermediary
91	-12.0	intermediary
165	12.0	intermediary
66	-9.0	indirect_source
26	8.0	intermediary
69	7.0	intermediary
178	-6.0	intermediary
88	5.0	intermediary
126	-5.0	intermediary
161	5.0	intermediary
167	-4.0	intermediary
17	-3.0	normal
38	3.0	normal
45	3.0	normal
74	3.0	normal
84	3.0	normal
99	3.0	normal
153	-3.0	normal
209	-3.0	intermediary
6	-2.0	normal
14	2.0	normal
37	-2.0	normal
42	2.0	normal
