node_id	score	type
3	-129.0	volcano
146	-118.0	volcano
166	95.0	normal
28	90.0	normal
62	88.0	normal
22	73.0	normal
65	-73.0	volcano
193	67.0	normal
111	65.0	normal
186	65.0	normal
51	63.0	normal
167	63.0	black_hole
53	59.0	normal
29	58.0	normal
30	58.0	normal
91	54.0	normal
41	43.0	normal
87	43.0	normal
196	-39.0	volcano
34	-38.0	normal
104	37.0	black_hole
115	37.0	normal
64	35.0	normal
76	-33.0	normal
197	-33.0	normal
85	-32.0	normal
154	32.0	normal
139	31.0	normal
176	30.0	normal
207	30.0	normal
