node_id	score	type
140	-60.0	indirect_source
57	45.0	intermediary
123	45.0	indirect_target
146	-42.0	intermediary
29	32.0	intermediary
163	-30.0	indirect_source
11	-28.0	indirect_target
101	-28.0	indirect_target
80	-26.0	indirect_source
200	-24.0	intermediary
60	-19.0	intermediary
189	19.0	intermediary
159	18.0	intermediary
21	17.0	intermediary
86	-16.0	intermediary
119	14.0	indirect_target
55	8.0	intermediary
95	-7.0	intermediary
128	5.0	intermediary
199	-5.0	intermediary
72	4.0	intermediary
144	-4.0	intermediary
6	-3.0	normal
14	3.0	normal
17	-3.0	normal
25	3.0	normal
28	-3.0	normal
37	3.0	normal
39	-3.0	normal
45	3.0	normal
